size,create_time,decomp_time,peak_delta_mb
1024,0.2582155792042613,0.04295861115679145,222.0625
4096,0.26816301280632615,0.09239429980516434,333.6796875
16384,0.2807503272779286,0.12654769932851195,333.64453125
65536,0.34749187668785453,0.22401090431958437,350.5546875
262144,0.917510534171015,1.4194332701154053,573.18359375
1048576,2.6041625388897955,4.13483421690762,1167.93359375
4194304,6.407214995007962,5.000517638865858,2297.5703125
