size,create_time,decomp_time,peak_delta_mb
1024,0.007430643308907747,0.006253406871110201,2.62109375
4096,0.020191935822367668,0.0027509909123182297,2.74609375
16384,0.04917717073112726,0.007456202059984207,2.74609375
65536,0.21691672364249825,0.028012333903461695,14.1953125
262144,1.9569215043447912,0.15322502795606852,248.640625
1048576,8.957480303011835,0.3451006542891264,880.4140625
4194304,17.59675792697817,0.6709216698072851,2171.54296875
