size,create_time,decomp_time
1024,0.007457534782588482,0.005791457369923592
4096,0.020356496796011925,0.0024444330483675003
16384,0.04968281788751483,0.007207183167338371
65536,0.2235743161290884,0.02694907272234559
262144,2.025148438755423,0.149957493878901
1048576,8.873762258794159,0.33815894229337573
4194304,17.40243585500866,0.6327361380681396
