size,create_time,decomp_time,peak_mb
1024,0.25408098893240094,0.04196488903835416,2253.5546875
4096,0.26767761493101716,0.09342152299359441,2365.0234375
16384,0.2835467290133238,0.12709691980853677,2365.01953125
65536,0.3454790120013058,0.2208931390196085,2381.98046875
262144,0.8560070963576436,1.4295758889056742,2604.4765625
1048576,2.571766539942473,4.029733685776591,3199.36328125
4194304,6.390872969292104,4.787380398251116,4329.02734375
