size,create_time,decomp_time
1024,0.005338233429938555,0.0035382830537855625
4096,0.003462189808487892,0.00818204926326871
16384,0.010614620056003332,0.028750063851475716
65536,0.038298847153782845,0.13152263406664133
262144,0.12594929803162813,0.9622572408989072
1048576,0.3719169544056058,2.6412660856731236
4194304,1.1852838722988963,6.765385982580483
