size,create_time,decomp_time,peak_delta_mb
1024,0.004632794763892889,0.013263448141515255,74.78125
4096,0.003388041164726019,0.01593675184994936,74.55859375
16384,0.01110414182767272,0.026265775319188833,74.56640625
65536,0.03772099781781435,0.07378451339900494,74.56640625
262144,0.12366475909948349,0.36569251306355,77.14453125
1048576,0.36740080965682864,2.077819012105465,124.75390625
4194304,1.1969063999131322,4.383985295891762,210.58203125
