size,create_time,decomp_time,peak_delta_mb
1024,0.0049280510284006596,0.0030077449046075344,0.2109375
4096,0.0034423531033098698,0.008276917040348053,0.2109375
16384,0.010685453657060862,0.029002408031374216,0.2109375
65536,0.03781355218961835,0.1296274079941213,0.2109375
262144,0.1269058627076447,0.9524329621344805,0.2109375
1048576,0.37285679625347257,2.6608530711382627,43.37890625
4194304,1.2009822870604694,6.90169222978875,203.39453125
